NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.179,-8.6576,-7.7891,6.2096,-5.3678,-6.6357,-5.5733,-1.7349,-9.7244,-10.35,-5.5471,-3.7915
0.13742,-9.5599,-6.4903,5.294,-5.7401,-8.5902,-1.7985,NaN,-9.0777,-10.626,-4.1467,-3.4104
8.3567,-12.748,-9.101,-3.5128,-4.918,-5.1653,-2.437,-5.1428,-11.16,-11.907,-2.2268,-3.5608
0.030374,-10.719,-6.6436,-3.5311,-4.9841,-6.8772,NaN,NaN,-7.276,-11.642,-5.8886,NaN
-4.8082,-12.362,10.692,-2.5999,-6.7684,-5.2392,-4.3118,-5.0234,-10.154,-9.1118,-3.9995,-1.7725
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.2016,11.028,-2.4993,-4.8001,-3.0823,-7.9706,-3.813,NaN,-11.245,-0.12363,6.2535,NaN
3.2478,13.708,-5.1729,5.2254,NaN,1.1412,-11.135,-0.041205,0.52101,NaN,11.822,2.7174
3.6398,16.198,-5.2359,-4.6363,-4.7394,-5.0256,-7.3578,-6.684,-9.2557,-10.267,10.338,5.3004
14.158,17.496,-2.1584,-2.9658,-4.8956,-1.1102,-1.8009,NaN,2.3909,-8.066,13.969,7.9143
6.4108,7.8548,-6.8995,-2.3619,-3.8033,-5.2386,-6.7527,-2.3038,-5.4085,-8.2778,7.943,1.8331
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.8842,-14.933,-8.8505,-1.1344,-4.984,-5.5101,-3.9926,-1.7719,-9.5102,-8.0625,-1.3992,NaN
-2.3944,-11.331,-4.1652,-5.1824,-3.7182,-8.3074,-8.0205,-4.4307,-9.0968,-7.4559,-5.1606,-5.4993
-2.7004,-13.673,-4.7838,-4.0099,-8.4585,-8.1048,-9.6488,-3.7297,-9.1847,-10.899,-2.8053,NaN
-2.5215,6.1065,-0.47268,-5.8307,-6.4885,-6.0646,NaN,-3.8485,-9.7054,-5.6086,NaN,-0.23838
3.5162,-15.812,-7.3962,-4.9286,-6.3268,-8.248,-5.1487,-4.2232,-6.967,-9.1852,-3.7736,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.4493,10.492,-7.8327,-4.6355,-7.2787,-7.6982,-3.1422,NaN,-4.335,NaN,8.5515,NaN
4.2337,14.726,-6.395,-3.9814,-6.8023,12.707,-5.7667,-8.8959,7.1463,-1.6086,9.5928,-2.0882
0.83576,17.626,-5.032,14.936,-3.6337,-7.4242,-5.4958,-4.8993,NaN,4.0138,8.6799,0.86502
3.3059,8.4597,-5.5821,-1.8545,NaN,-9.0476,-2.8896,-3.9771,-3.7961,-9.016,1.6862,2.4255
10.816,15.416,3.903,-5.4106,-7.019,-6.3775,0.54637,-3.6737,-6.9185,5.1292,12.509,6.1115
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5882,-11.688,-6.2354,-1.0191,-6.7786,-5.3585,-6.9682,-1.2428,-8.6096,5.4513,-3.9847,-0.96997
10.528,-9.3446,-4.2373,-3.8678,-7.9164,-6.193,-10.421,-3.0481,-3.7222,-8.1847,-2.8322,NaN
-4.655,-15.715,-6.5083,-5.0065,-9.1671,-9.2564,-8.113,NaN,-6.5751,-9.6198,-5.1524,-3.3976
-3.5046,-11.63,-8.1538,-4.2975,-6.8572,-7.3624,NaN,-5.0301,-9.869,-9.8453,-6.4808,NaN
-3.0505,-14.383,-5.4055,-5.0915,-9.614,-6.6145,-5.8242,-6.4955,-9.2298,-9.8338,-5.0147,-3.4331
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.311,NaN,-4.1584,-7.3065,3.4779,-4.5402,-7.0282,-3.3779,8.5926,-8.1971,NaN,5.8887
-0.83058,-14.383,7.3569,-5.4495,1.7355,-9.5899,NaN,-4.0194,-6.4983,-0.74538,-0.48527,2.1643
8.0481,10.642,-5.2171,-1.5679,2.2223,-4.1974,-5.2268,-1.791,-11.408,NaN,6.7271,9.4955
14.383,2.7465,-4.2143,-4.8235,-2.3182,-8.6337,-6.6159,-1.9513,NaN,NaN,10.827,-0.22688
1.1304,10.507,15.437,-4.0607,-1.3341,-4.3102,0.29427,-4.4593,NaN,NaN,NaN,NaN
NaN,14.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-6.277,NaN,-5.0641,-5.6198,-7.8611,1.4496,-0.58933,-1.882,NaN,NaN,NaN,-2.676
-1.6666,-6.6852,-7.3504,-4.5879,-6.8668,NaN,-3.5104,-5.6903,NaN,NaN,NaN,-3.5795
-4.4427,-8.3295,0.64955,NaN,NaN,-4.2321,1.1879,NaN,NaN,NaN,NaN,-2.7175
-4.6815,-14.318,-8.8214,-8.1562,NaN,-5.6421,-10.051,-3.3611,NaN,NaN,NaN,NaN
-1.627,-13.552,10.301,-8.5031,NaN,-5.4823,-5.2067,-4.9298,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.1407,NaN,0.34256,-6.3353,NaN,-8.033,NaN,NaN,NaN,NaN,NaN,NaN
1.9265,NaN,4.263,-6.4329,NaN,-7.3968,NaN,-2.6375,NaN,NaN,NaN,4.911
14.202,NaN,-4.7891,-6.0663,NaN,-7.3968,NaN,-6.4354,NaN,NaN,NaN,7.7832
NaN,NaN,1.6843,NaN,NaN,-4.52,-14.246,-2.2745,NaN,NaN,NaN,7.7832
NaN,NaN,15.481,NaN,NaN,-2.3658,-8.1043,0.082458,NaN,NaN,NaN,6.5655
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,14.919,NaN,NaN,-4.2461,NaN,-3.7451,NaN,NaN,NaN,-0.55401
NaN,NaN,-7.7595,NaN,NaN,-6.645,-10.763,-6.4579,NaN,NaN,NaN,-6.0055
NaN,NaN,7.162,NaN,NaN,-3.7073,-3.2169,-5.7165,NaN,NaN,NaN,NaN
NaN,NaN,-7.1884,NaN,NaN,-6.1722,-7.9755,-3.4482,NaN,NaN,NaN,-4.0494
NaN,NaN,-8.1079,NaN,NaN,-6.8212,-7.202,-2.7365,NaN,NaN,NaN,-1.6606
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-2.9848,NaN,NaN,-5.8953,NaN,-7.4424,NaN,NaN,NaN,12.688
NaN,NaN,-5.3971,NaN,NaN,-6.9249,-4.9276,-3.0608,NaN,NaN,NaN,9.8758
NaN,NaN,NaN,NaN,NaN,-4.7159,-6.8618,0.47974,NaN,NaN,NaN,8.4147
NaN,NaN,-2.9311,NaN,NaN,NaN,-3.3453,-3.1837,NaN,NaN,NaN,NaN
NaN,NaN,3.3665,NaN,NaN,NaN,NaN,-5.271,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1906,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
